未利用地登録年度,番号,所在（区）,町丁目,地番,街区番号,面積（㎡）,土地所管局,財産名称,現状,活用方針,分類基準,処分目途,貸付等の活用状況,備考,マップナビおおさかへのリンク,住居表示,緯度,経度,ジオコード精度
2006,449,旭区,清水５丁目,113外,10番,563,都市整備局,清水住宅,コミュニティ広場/地域集会所,事業予定地,基準７,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=34,大阪府大阪市旭区清水５丁目10番,34.723663,135.562698,街区番号
2006,455,城東区,今福南３丁目,1‐3,4番,5652,建設局,今福下水処理場用地,コミュニティ広場,事業予定地,基準７,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=165,大阪府大阪市城東区今福南３丁目4番,34.696728,135.558716,街区番号
2006,460,城東区,鴫野西３丁目,234‐2,6番,742,都市整備局,鴫野第2住宅,コミュニティ広場,事業予定地,基準７,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=166,大阪府大阪市城東区鴫野西３丁目6番,34.693756,135.540527,街区番号
2006,465,城東区,永田１丁目,1‐4,1番,369,建設局,楠根川材料置場,駐車場,継続保有地,基準５,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=167,大阪府大阪市城東区永田１丁目1番,34.689495,135.555206,街区番号
2006,466‐1,城東区,野江２丁目,30内,16番,122,建設局,榎並公園,地域集会所,事業予定地,基準８,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=168,大阪府大阪市城東区野江２丁目16番,34.704105,135.539536,街区番号
2006,471,城東区,古市３丁目,14‐14,5番,1186,都市整備局,古市北住宅,コミュニティ広場,事業予定地,基準７,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=169,大阪府大阪市城東区古市３丁目5番,34.713993,135.555603,街区番号
2006,474,鶴見区,鶴見５丁目,6‐33,10番,146,都市整備局,鶴見北住宅,倉庫,事業予定地,基準７,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=394,大阪府大阪市鶴見区鶴見５丁目10番,34.706059,135.567627,街区番号
2006,477,鶴見区,浜５丁目,284,6番,297,建設局,鶴見緑地,空地,事業予定地,基準８,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=395,大阪府大阪市鶴見区浜５丁目6番,34.716858,135.581787,街区番号
2006,481,鶴見区,緑３丁目,557,16番,810,建設局,鶴見緑地,広場,事業予定地,基準７,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=396,大阪府大阪市鶴見区緑３丁目16番,34.714443,135.565857,街区番号
2006,482,鶴見区,諸口１丁目,949内,10番,591,都市整備局,茨田南住宅,駐車場,処分検討地,基準２,B,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=397,大阪府大阪市鶴見区諸口１丁目10番,34.700188,135.57695,街区番号
2006,483,鶴見区,諸口２丁目,1210‐2外内,7番外,941,都市整備局,諸口南住宅,空地/駐車場,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=398,大阪府大阪市鶴見区諸口２丁目7番外,34.699718,135.579056,街区番号
2006,484,鶴見区,諸口２丁目,1249‐1,12番,2775,都市整備局,諸口南住宅,グラウンド,事業予定地,基準７,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=400,大阪府大阪市鶴見区諸口２丁目12番,34.700237,135.581497,街区番号
2006,493,阿倍野区,北畠２丁目,159内外,11番,1331,建設局,北畠２公園,空地,処分検討地,基準２,A,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=19,大阪府大阪市阿倍野区北畠２丁目11番,34.626148,135.500946,街区番号
2006,499,阿倍野区,天王寺町南１丁目,22‐3外,2番,196,建設局,大阪泉北線関連緑地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=1,大阪府大阪市阿倍野区天王寺町南１丁目2番,34.64389,135.521057,街区番号
2006,500,阿倍野区,天王寺町南１丁目,33‐2外,5番,538,建設局,大阪泉北線関連緑地,児童遊園,事業予定地,基準７,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=3,大阪府大阪市阿倍野区天王寺町南１丁目5番,34.643154,135.521576,街区番号
2006,501,阿倍野区,天王寺町南１丁目,41‐1外,6番,460,建設局,大阪泉北線関連緑地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=4,大阪府大阪市阿倍野区天王寺町南１丁目6番,34.642727,135.522095,街区番号
2006,505,阿倍野区,美章園１丁目,1‐5外,1番,525,建設局,大阪泉北線関連緑地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=6,大阪府大阪市阿倍野区美章園１丁目1番,34.641544,135.522827,街区番号
2006,506,阿倍野区,美章園１丁目,17‐6外,3番,479,建設局,大阪泉北線関連緑地,広場,事業予定地,基準７,,活用中,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=8,大阪府大阪市阿倍野区美章園１丁目3番,34.640972,135.523026,街区番号
2006,507,阿倍野区,美章園１丁目,21‐6外,4番,483,建設局,大阪泉北線関連緑地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=9,大阪府大阪市阿倍野区美章園１丁目4番,34.640617,135.523056,街区番号
2006,508,阿倍野区,美章園１丁目,27‐1外,6番,478,建設局,大阪泉北線関連緑地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=10,大阪府大阪市阿倍野区美章園１丁目6番,34.63995,135.523346,街区番号
2006,509,阿倍野区,美章園１丁目,35‐2外,5番,466,建設局,大阪泉北線関連緑地,苗圃,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=21,大阪府大阪市阿倍野区美章園１丁目5番,34.639954,135.522491,街区番号
2006,510,阿倍野区,美章園１丁目,37‐1外,7番,853,建設局,大阪泉北線関連緑地,広場,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=22,大阪府大阪市阿倍野区美章園１丁目7番,34.639305,135.523224,街区番号
2006,511,阿倍野区,美章園３丁目,61外,6番,627,建設局,大阪泉北線関連緑地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=23,大阪府大阪市阿倍野区美章園３丁目6番,34.637241,135.523102,街区番号
2006,516,阿倍野区,文の里３丁目,110‐2外,17番,912,建設局,大阪泉北線関連緑地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=27,大阪府大阪市阿倍野区文の里３丁目17番,34.635113,135.523209,街区番号
2006,512,阿倍野区,文の里３丁目,68‐3外,9番,893,建設局,大阪泉北線関連緑地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=24,大阪府大阪市阿倍野区文の里３丁目9番,34.636723,135.523193,街区番号
2006,513,阿倍野区,文の里３丁目,69‐4外,10番,752,建設局,大阪泉北線関連緑地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=25,大阪府大阪市阿倍野区文の里３丁目10番,34.636337,135.522888,街区番号
2006,514,阿倍野区,文の里３丁目,73‐1外,11番,616,建設局,大阪泉北線関連緑地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=26,大阪府大阪市阿倍野区文の里３丁目11番,34.636021,135.522873,街区番号
2006,515,阿倍野区,文の里３丁目,76‐2外,12番,982,建設局,大阪泉北線関連緑地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=17,大阪府大阪市阿倍野区文の里３丁目12番,34.635708,135.523483,街区番号
2006,521,阿倍野区,文の里４丁目,164外,18番,927,建設局,大阪泉北線関連緑地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=13,大阪府大阪市阿倍野区文の里４丁目18番,34.633339,135.522903,街区番号
2006,522,阿倍野区,文の里４丁目,166外,19番,996,建設局,大阪泉北線関連緑地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=14,大阪府大阪市阿倍野区文の里４丁目19番,34.632946,135.522888,街区番号
2006,523,阿倍野区,文の里４丁目,178‐1外,20番,826,建設局,大阪泉北線関連緑地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=15,大阪府大阪市阿倍野区文の里４丁目20番,34.632591,135.522873,街区番号
2006,524,阿倍野区,文の里４丁目,202‐1外,24番,988,建設局,大阪泉北線関連緑地,空地,事業予定地,基準７,,貸付不可,,http://www.mapnavi.city.osaka.lg.jp/osakacity/ApiDetail/LinkToMap?mid=70&mtl=70000&fldno=15&fid=16,大阪府大阪市阿倍野区文の里４丁目24番,34.632046,135.523102,街区番号
